date,average_selling_price_usd,silicon_wafer_cost_usd,energy_cost_per_kwh_usd,total_daily_labor_cost_usd
2021-06-24 16:43:59.098686,8.601366224282232,250.37392696783772,0.09003114636629231,499492.7824750877
2021-06-25 16:43:59.098686,8.523208090664292,250.4046775065808,0.09123733865389591,499203.6238772692
2021-06-26 16:43:59.098686,8.535828955799621,250.1797902846204,0.0907024486606931,499437.78929604474
2021-06-27 16:43:59.098686,8.62636749654474,250.17634211222833,0.0909164236602436,499526.0206552058
2021-06-28 16:43:59.098686,8.679099006829725,250.40810455439615,0.09056114963352241,499495.6959139045
2021-06-29 16:43:59.098686,8.666589038807906,250.23372130517146,0.09064169993720174,499509.02270481596
2021-06-30 16:43:59.098686,8.550622132920328,250.58673759424198,0.09046770752984196,499612.35583498335
2021-07-01 16:43:59.098686,8.621160038453498,251.24802313264755,0.09156913892796292,500021.2832060218
2021-07-02 16:43:59.098686,8.76032171278472,251.37998997044915,0.09114465476572839,500309.40479743393
2021-07-03 16:43:59.098686,8.828838486410135,251.10507091567234,0.09138937319452671,500932.25077487004
2021-07-04 16:43:59.098686,8.876978073326445,251.22127549847528,0.09143413095843579,500437.6391721824
2021-07-05 16:43:59.098686,8.894049552853021,251.50769333523732,0.09093594562636662,500541.1338853746
2021-07-06 16:43:59.098686,8.986865717174238,250.90490406461407,0.09121545634710575,500770.1757930966
2021-07-07 16:43:59.098686,8.839537760337365,251.07956155553785,0.09108044408432263,500660.4605386442
2021-07-08 16:43:59.098686,8.79935382837581,251.29598573221617,0.09038137715043548,500233.5046881261
2021-07-09 16:43:59.098686,8.705885035962892,251.43136105476134,0.09042267549932367,500373.4802529366
2021-07-10 16:43:59.098686,8.7975714358685,251.15520097841733,0.09099001929361836,500816.9413619203
2021-07-11 16:43:59.098686,8.775706016557885,250.90507532798472,0.09119815382775129,501066.79470596416
2021-07-12 16:43:59.098686,8.829651369349723,250.9012180970982,0.09043140512200962,501313.84837164514
2021-07-13 16:43:59.098686,8.625216367079503,251.0768317125509,0.09073680089295344,501360.7626822383
2021-07-14 16:43:59.098686,8.51520918251793,251.11206237165862,0.09121241323266895,501586.8374874458
2021-07-15 16:43:59.098686,8.582110947612861,251.2071159048404,0.09168022188407976,501020.76075168187
2021-07-16 16:43:59.098686,8.397601699191805,250.99406539649632,0.09214269186990796,501237.935359084
2021-07-17 16:43:59.098686,8.35859806229225,251.26124467391665,0.09210863838400643,501121.71687678917
2021-07-18 16:43:59.098686,8.460164218174505,251.65334274101264,0.09258631953639655,501163.63068860816
2021-07-19 16:43:59.098686,8.562014848999327,251.35010551416804,0.09203150065849579,501451.07443254
2021-07-20 16:43:59.098686,8.737013635033561,251.5058755532862,0.09208658488193014,501083.95837247034
2021-07-21 16:43:59.098686,8.795720665996324,251.56454961712942,0.092666949220634,501067.57060041296
2021-07-22 16:43:59.098686,8.708116927690119,251.67664420144615,0.09308465822943478,501455.35719326383
2021-07-23 16:43:59.098686,8.775968370412325,251.77779850590065,0.09252605780088335,502074.95839261974
2021-07-24 16:43:59.098686,8.755663366842056,251.722072553801,0.09290704053898365,501848.79156286735
2021-07-25 16:43:59.098686,8.700773700775772,251.74737553697375,0.09248755248652338,502050.2110323642
2021-07-26 16:43:59.098686,8.541515089959494,251.83558187155091,0.09292147390827558,502213.6114072172
2021-07-27 16:43:59.098686,8.575051990748975,251.98997814605283,0.09315737617098947,502442.6574102396
2021-07-28 16:43:59.098686,8.611883109283088,251.78566520534346,0.09353252201872336,502716.3161503948
2021-07-29 16:43:59.098686,8.570846506345674,252.30794059275425,0.09395504735084735,502874.23661802156
2021-07-30 16:43:59.098686,8.715207737990339,252.6557491359974,0.09328160983657093,502987.17517565226
2021-07-31 16:43:59.098686,8.731524793752167,252.4049006293622,0.09334198643162153,502896.420435049
2021-08-01 16:43:59.098686,8.634577426290846,252.19142202667155,0.09333013634959834,503068.09701475454
2021-08-02 16:43:59.098686,8.753068718475134,252.34727723211788,0.09376138704197962,503180.1551901336
2021-08-03 16:43:59.098686,8.766313508128011,251.81981415843163,0.09454439563660275,502916.3749929322
2021-08-04 16:43:59.098686,8.802380563611804,251.99233630300992,0.09350859350004143,503151.22924334754
2021-08-05 16:43:59.098686,8.796038389041875,251.9709183090948,0.09360234274309036,503414.2456461699
2021-08-06 16:43:59.098686,8.961259627082566,251.9936798307328,0.0943392918460235,503420.1453589711
2021-08-07 16:43:59.098686,9.006500505996685,251.72402238343815,0.09411325236777332,503301.47990394605
2021-08-08 16:43:59.098686,8.912070218489804,252.21641039485226,0.09370797258626137,503588.96871289605
2021-08-09 16:43:59.098686,8.875806693324769,252.47838282466196,0.09434448325356422,503837.5969899317
2021-08-10 16:43:59.098686,8.895549469925424,252.79418726024423,0.0942619118681897,504125.32365865604
2021-08-11 16:43:59.098686,8.907805238680266,253.18476928322147,0.0945406641655163,504092.4918738856
2021-08-12 16:43:59.098686,8.853016981704176,253.10587622054703,0.09321721916666799,504330.3220701821
2021-08-13 16:43:59.098686,9.013233925005698,252.56979209011732,0.09353037320804929,504372.8258175912
2021-08-14 16:43:59.098686,8.888350038793675,252.00185584014366,0.0941161013426313,504819.0110247626
2021-08-15 16:43:59.098686,8.82307982254565,251.80070613280796,0.09387085126337724,504960.2365582323
2021-08-16 16:43:59.098686,8.890224738546767,252.42125815198057,0.09431258539645862,504978.6633705966
2021-08-17 16:43:59.098686,8.837311621534026,252.2970864634616,0.09377394789141419,504950.0405874709
2021-08-18 16:43:59.098686,8.862858338388913,251.82557760616154,0.09360431589771219,504991.8980035407
2021-08-19 16:43:59.098686,8.916487702486588,251.85087440877902,0.09374895451934562,505197.35243637767
2021-08-20 16:43:59.098686,9.083318284151868,251.5392170185282,0.09407859332894929,505314.57082914154
2021-08-21 16:43:59.098686,9.305527130269182,251.43621148085927,0.09407502833125311,505898.7472034734
2021-08-22 16:43:59.098686,9.502862055036193,251.3950929196086,0.09395838147099618,505829.7150123313
2021-08-23 16:43:59.098686,9.44341723914508,251.25532342304058,0.09485865844074716,506278.22258465335
2021-08-24 16:43:59.098686,9.4859998203711,251.4562638926785,0.09512321382604468,506473.0354374134
2021-08-25 16:43:59.098686,9.3989305369245,251.83045476769772,0.09521435376084966,506717.3039780293
2021-08-26 16:43:59.098686,9.332441589876296,251.66148375320267,0.09470473873059697,507029.56338462344
2021-08-27 16:43:59.098686,9.361380596681476,251.24720905187598,0.09584129664355026,506941.43949468486
2021-08-28 16:43:59.098686,9.34112011210999,251.57224284044494,0.09528039870647041,507226.92331490404
2021-08-29 16:43:59.098686,9.35610998715703,251.13329201141465,0.09497620757497593,507099.35675943486
2021-08-30 16:43:59.098686,9.363453932078556,251.7538456751248,0.09542373954380996,508057.2746490378
2021-08-31 16:43:59.098686,9.303494742664569,251.38175235540976,0.0945652601578755,509007.49708833103
2021-09-01 16:43:59.098686,9.186029085067545,251.3724724346168,0.09376723800223064,509201.6722328088
2021-09-02 16:43:59.098686,9.143284637553071,251.13796264318205,0.0941509949464979,509381.466206576
2021-09-03 16:43:59.098686,9.09669858606297,251.1214130609008,0.09443769514381971,509393.17365977867
2021-09-04 16:43:59.098686,9.17760776091521,250.79309228419254,0.09460582906359248,509405.8398161253
2021-09-05 16:43:59.098686,9.070367086896786,250.91498829841785,0.09496669300852237,509447.40534405917
2021-09-06 16:43:59.098686,9.094349985365978,250.68414448857823,0.09504315938202308,509930.5705588777
2021-09-07 16:43:59.098686,9.085278465718178,250.80544401044347,0.09489873902846285,510022.52284209913
2021-09-08 16:43:59.098686,9.110881428791988,250.67906397024913,0.09482349915150928,510318.33783104905
2021-09-09 16:43:59.098686,9.229679410928235,250.81423748810022,0.09429727010172871,510844.01617588504
2021-09-10 16:43:59.098686,9.160852431805328,250.49674557203156,0.09394371557269597,510991.67310297454
2021-09-11 16:43:59.098686,9.180353314324526,250.10607600584,0.09383634697238476,511034.19667351036
2021-09-12 16:43:59.098686,9.163904747577256,250.4003061570887,0.09428128211413705,511162.89186724764
2021-09-13 16:43:59.098686,9.085452281628585,250.47977553628635,0.09389663832217233,511277.6774443292
2021-09-14 16:43:59.098686,9.107409045912995,250.6938618111184,0.09380485442633124,511057.67122695723
2021-09-15 16:43:59.098686,9.28477414582735,250.41037520060826,0.09407427446144426,511135.83322822
2021-09-16 16:43:59.098686,9.236380446307669,250.68174877556925,0.09405079286221453,511466.20023429126
2021-09-17 16:43:59.098686,9.209158686942558,250.49393369000634,0.09423680559905252,511148.84836502274
2021-09-18 16:43:59.098686,9.306034401811555,250.52069114673108,0.09414943824188528,511286.39657708554
2021-09-19 16:43:59.098686,9.244288952258339,250.43200035632046,0.09446590825413377,511773.76023182133
2021-09-20 16:43:59.098686,9.293016493153457,250.27567780854753,0.09493771835499205,511849.3125233843
2021-09-21 16:43:59.098686,9.180180653441264,250.12792042106258,0.09467219300936555,512195.12068776763
2021-09-22 16:43:59.098686,9.166859035068594,250.58027222196554,0.09459162650652356,512588.26369907754
2021-09-23 16:43:59.098686,9.150605301645049,250.91400809503557,0.09434570844701196,512503.6295827419
2021-09-24 16:43:59.098686,9.175929139487483,251.0950514234544,0.09547148326227767,512646.74254247453
2021-09-25 16:43:59.098686,9.262841662525215,251.2238298322133,0.09563789094230465,513089.75174285955
2021-09-26 16:43:59.098686,9.357904044577943,251.3252116090526,0.0954703653588871,513069.9329022848
2021-09-27 16:43:59.098686,9.416404023722075,251.17541606122214,0.09492164575876372,513424.68049760425
2021-09-28 16:43:59.098686,9.430909395777629,251.26600022501677,0.09563312496623214,513332.8796113799
2021-09-29 16:43:59.098686,9.478628989647087,251.04616002614927,0.09535534610932958,513526.4518147852
2021-09-30 16:43:59.098686,9.525055999419685,250.80484703118728,0.09530477112628057,513730.2665358151
2021-10-01 16:43:59.098686,9.648940947989582,250.7206822281533,0.09523523746258779,513802.7512604662
2021-10-02 16:43:59.098686,9.703021662653248,250.87799135093925,0.09550442083643661,513985.20313009113
2021-10-03 16:43:59.098686,9.72057894854914,250.63184746179235,0.0954514993548302,513990.3673584725
2021-10-04 16:43:59.098686,9.812016140954436,251.0524247547911,0.09529187457990397,514070.2181896585
2021-10-05 16:43:59.098686,9.841175536287016,251.34948815468073,0.0962239171053231,514333.35560155427
2021-10-06 16:43:59.098686,9.988308154496567,251.1322557923194,0.09684953725593914,514644.2934231957
2021-10-07 16:43:59.098686,10.020201176319699,251.0796772439336,0.09656460670936667,514501.999673045
2021-10-08 16:43:59.098686,10.06854867178166,250.91797642419732,0.09721763685647795,514816.89894311555
2021-10-09 16:43:59.098686,9.871911790179324,251.02306882735581,0.09750411065347116,514744.1253250078
2021-10-10 16:43:59.098686,9.88416939620335,250.7322867495329,0.09693117624210915,514055.16492238024
2021-10-11 16:43:59.098686,9.907743091412549,250.68764619543848,0.09717484716111957,514020.65856573917
2021-10-12 16:43:59.098686,9.884196319411979,251.17780714605396,0.09767861487530119,514133.45930454903
2021-10-13 16:43:59.098686,9.91317031413044,250.73661575779215,0.0984094531061109,514088.7938166231
2021-10-14 16:43:59.098686,9.73333056350251,250.8345159507979,0.09912545408952664,514114.41901656974
2021-10-15 16:43:59.098686,9.706766415829469,251.28024905997736,0.09870649541850501,514417.9892755151
2021-10-16 16:43:59.098686,9.833772727163748,251.4043915027759,0.09892501981545435,514555.323373335
2021-10-17 16:43:59.098686,9.847348535803029,251.28038278140514,0.09900605942380898,514962.6757619532
2021-10-18 16:43:59.098686,9.817817774317225,251.3765449040085,0.09911108850993601,515114.3157471356
2021-10-19 16:43:59.098686,9.949626722101302,251.72156952021518,0.09927171131617356,514468.1995232893
2021-10-20 16:43:59.098686,9.96852054255602,251.74264157031556,0.09846979866111451,514896.07268670155
2021-10-21 16:43:59.098686,10.153680057953704,251.78082146316493,0.09828085481994102,514660.6892738812
2021-10-22 16:43:59.098686,10.139804198806592,251.73255596289619,0.09844090218925823,514639.5515724733
2021-10-23 16:43:59.098686,10.124556763740841,251.64590767250633,0.09845861844986417,514301.8563342524
2021-10-24 16:43:59.098686,10.037200106781276,251.90299692089474,0.09892313466118079,514180.86869368685
2021-10-25 16:43:59.098686,10.17264379513383,252.07212209447434,0.09927282981609467,514317.1191021737
2021-10-26 16:43:59.098686,10.290745718475012,252.10033462688025,0.09886213767480406,514141.9172425116
2021-10-27 16:43:59.098686,10.336021272732687,252.15114942461258,0.0994216578912059,514222.84997290256
2021-10-28 16:43:59.098686,10.246903004925791,252.45474734369955,0.09933784518709993,514451.939081343
2021-10-29 16:43:59.098686,10.392915371375391,252.53638619681922,0.09997177299498329,514551.74651210266
2021-10-30 16:43:59.098686,10.22466437641113,252.61472412682878,0.10134200947177506,514893.5849458509
2021-10-31 16:43:59.098686,10.08387087037156,252.54520571902728,0.10064452493089351,515125.506742814
2021-11-01 16:43:59.098686,10.1639293670509,252.05977448649398,0.09992543654874272,515337.510217994
2021-11-02 16:43:59.098686,10.117001553439769,252.0846933466202,0.09996364396114804,515527.71762289584
2021-11-03 16:43:59.098686,10.07727507223878,251.86183034178833,0.10019945644149644,514976.6125055095
2021-11-04 16:43:59.098686,10.051408676728801,251.44581198545472,0.1003470791217847,515344.92183952563
2021-11-05 16:43:59.098686,10.127519702228687,251.9517689191998,0.10080014566319799,515575.8788653122
2021-11-06 16:43:59.098686,10.02556536285676,252.3763223669027,0.10022574045151858,515849.31769073603
2021-11-07 16:43:59.098686,10.150092482542348,252.4052160664887,0.10107308656881715,515730.56913164473
2021-11-08 16:43:59.098686,10.129185605225022,252.53445830187738,0.10032275355387416,515926.489360959
2021-11-09 16:43:59.098686,10.08336048369963,252.43524533305302,0.09956705369824626,515961.1806389486
2021-11-10 16:43:59.098686,10.098939257593237,252.5032847410381,0.09934653285218101,516162.7730407532
2021-11-11 16:43:59.098686,10.127552480006981,252.31978647294434,0.09936387349646914,516434.6399839731
2021-11-12 16:43:59.098686,10.201302394171833,252.3243443818822,0.09965758350470674,516030.4139777292
2021-11-13 16:43:59.098686,10.278709805998854,252.45516307746792,0.0993231296037796,515940.7027534113
2021-11-14 16:43:59.098686,10.326314819136915,252.40541358330708,0.09979992982113473,516332.27082039515
2021-11-15 16:43:59.098686,10.194498171361557,252.86578345370586,0.099831846972984,515997.26767229446
2021-11-16 16:43:59.098686,10.131459600551523,253.25579000976938,0.10014826350311139,516239.1613871122
2021-11-17 16:43:59.098686,10.160895782452776,253.3250010947864,0.09973989167985615,516513.7608689453
2021-11-18 16:43:59.098686,10.27081198456786,253.62192012878236,0.09968791686893189,516801.6904134537
2021-11-19 16:43:59.098686,10.314388867449246,253.64912388760402,0.09854681535163853,517126.8330671263
2021-11-20 16:43:59.098686,10.361887734218069,253.90610370661298,0.09902030494122686,517547.978905736
2021-11-21 16:43:59.098686,10.582626231635311,253.69361858027034,0.09924378429989998,518186.67451307166
2021-11-22 16:43:59.098686,10.530622566688717,254.0178627606856,0.09987904231014345,518267.6411630257
2021-11-23 16:43:59.098686,10.27168745216225,254.40028405567168,0.0995304125833557,518603.1460349056
2021-11-24 16:43:59.098686,10.323575131652094,254.8054599462035,0.0995511042956345,518593.40602031833
2021-11-25 16:43:59.098686,10.242678890794728,254.92020503612778,0.09850079961253101,518723.1745740044
2021-11-26 16:43:59.098686,10.16995549124172,255.0698917172242,0.09811734154630436,518105.1187321335
2021-11-27 16:43:59.098686,10.108954045451565,255.229974105462,0.09750543831744032,518093.7403766915
2021-11-28 16:43:59.098686,10.06209069537366,255.27509693219923,0.0970734856293784,518259.7152204149
2021-11-29 16:43:59.098686,10.091453694231273,255.3508321579047,0.09708060864173905,518267.1157662674
2021-11-30 16:43:59.098686,9.945760419663776,255.17105282177394,0.0968191863487502,518873.7995199968
2021-12-01 16:43:59.098686,10.08209841960673,255.24653231637788,0.09720461440178078,519127.4535927654
2021-12-02 16:43:59.098686,10.10829604088967,255.46001690199975,0.09738722529259869,519205.0246574682
2021-12-03 16:43:59.098686,10.12261332236482,255.9174186764831,0.09700109232376529,519419.3871310582
2021-12-04 16:43:59.098686,9.981052489133676,255.9350611738315,0.09694850123702975,519187.9068991221
2021-12-05 16:43:59.098686,10.03427294273121,255.93566241407524,0.09773563314242054,518928.400669153
2021-12-06 16:43:59.098686,9.993284857625495,255.63459434752812,0.09782956783018142,519347.19680037413
2021-12-07 16:43:59.098686,9.951479452487755,255.32409429910774,0.097190280813789,519302.04373337876
2021-12-08 16:43:59.098686,9.95743979686792,255.6684016201929,0.09821428773982896,519275.0210299464
2021-12-09 16:43:59.098686,9.867386624872244,255.75093988154563,0.09832132717890368,519730.75641701685
2021-12-10 16:43:59.098686,9.762922695676044,255.6347123410779,0.0985295195576176,520033.93420288747
2021-12-11 16:43:59.098686,9.823892411416724,255.78365564514493,0.09835840805682149,520319.8649135683
2021-12-12 16:43:59.098686,9.67862639394486,255.28625366945568,0.09778527789976692,520689.4838936582
2021-12-13 16:43:59.098686,9.770653864900755,255.41592703948012,0.09778259650403157,520430.19230080675
2021-12-14 16:43:59.098686,9.623554517342658,255.58365250190846,0.09748835494109219,520507.6276464405
2021-12-15 16:43:59.098686,9.589295415728456,255.02103286719847,0.09754839652361075,520874.2457876401
2021-12-16 16:43:59.098686,9.56093518942519,255.15166790610806,0.09696270112198825,520640.08125380066
2021-12-17 16:43:59.098686,9.55620339390796,255.12227952525856,0.09775928792349581,520697.87931731495
2021-12-18 16:43:59.098686,9.55499219160955,255.8458983450353,0.09778105308161275,520682.190008643
2021-12-19 16:43:59.098686,9.487262861227066,256.2870917446411,0.09787925311444132,520619.25151828746
2021-12-20 16:43:59.098686,9.615562537548268,256.18682569062247,0.09789440082675747,520685.0584832752
2021-12-21 16:43:59.098686,9.700498724251586,256.19641735862547,0.0982834370470663,521352.29254379345
2021-12-22 16:43:59.098686,9.777381304263816,256.1938347243952,0.09822614513338868,521213.8338148694
2021-12-23 16:43:59.098686,9.8494648668439,256.86107214465983,0.098060103363467,521151.1897025687
2021-12-24 16:43:59.098686,10.008980352905361,257.00908197720725,0.09813999762211521,521433.725208171
2021-12-25 16:43:59.098686,9.765564410699774,256.9703396804303,0.0978424730329983,521647.81954282825
2021-12-26 16:43:59.098686,9.777972803208609,256.85281342419455,0.09876892282285321,521862.70331013616
2021-12-27 16:43:59.098686,9.809367881994614,256.7215209922128,0.097939384095863,521794.6673307907
2021-12-28 16:43:59.098686,9.925170220748889,256.9758004881667,0.09769995978936344,522187.3980381515
2021-12-29 16:43:59.098686,10.120980221090061,256.9604972230412,0.09796390672303641,521958.6514348361
2021-12-30 16:43:59.098686,10.134050824101072,256.68260041269036,0.09887876086366254,522371.4707476065
